,title,label
61,"Research Suggests Dolphins Clitorises Are Like Human Clitorises, But Better Placed",1
62,Wladimir Klitschko arranged VADA-testing come to Kiev to test two President election candidates for drugs,1
63,Melbourne's Vegan Protests Lose Momentum As Activists Begin Napping Due To Iron Deficiencies,1
64,"Stainless Steel Roll, S. S. Roller Manufacturer",1
65,Japan Self-Defense Forces Enlist Handsome Anime Boys To Try To Attract New Human Recruits,1
66,Cop attends Breathalyzer training too drunk to drive,1
67,Fire Destroys Cal Fire St. Helena Facility,1
68,"Walnut Creek cop falsified 31 police reports, kept job",1
69,"In Iowa, Bernie Sanders says states should allow felons to vote from behind bars",1
70,"In Iowa, Bernie Sanders says states should allow felons to vote from behind bars",1
71,Equestria Girls Princess Cartoon Series - Twilight Sparkle Cutie Mark an...,1
72,TOP 3 most expensive RV in the world. More then 2.5 M dollars,1
73,Meme wars ep iv I am the senate,1
74,"""We are flat-earthers. We do not pay for the train"". Intercity train stopped an hour in Italy - Weird Italy",1
75,Local man using cigarettes to quit vaping,1
76,Alabama Lawmaker: We Shouldn't Arm Teachers Because Most Are Women,1
77,Vermont chicken gets custom wheelchair,1
78,Disabled Chicken Who Survived Weasel Attack Learning to Walk Thanks to Custom Wheelchair,1
79,"Blonde left with 'mullet' after salon trip fails to win $30,000 payout",1
80,I mean... really?,1
81,Man Chokes Cashier For Putting Canned Goods In The Same Bag As Potato Chips | 100.7 WZLX,1
82,"Texas man drowns while mowing lawn near river, investigators say",1
83,Italian Party nominates Caius Julius Caesar Mussolini: he is Mussolini's great-grandson,1
84,"Texas man drowns while mowing lawn near river, investigators say",1
85,Intoxicated man doing laundry in Hyannis Harbor rescued by police after he fell into frigid waters,1
86,Report: Blizzard Forbids “Okay” Symbol in Overwatch League Arena – Claims It’s a “White Power Symbol”,1
87,Dunno if this has been here before,1
88,Alleged rhino poacher killed by elephant and eaten by lions,1
89,British woman faces Dubai jail over Facebook 'horse' insult,1
90,Police standoff on Bacon Ave.,1
91,’Only a human skull and a pair of pants’ left after elephant kills rhino poacher and lions eat remains,1
92,British woman faces Dubai jail over Facebook 'horse' insult,1
93,Police standoff on Bacon Ave.,1
94,2 students accused of jamming school's Wi-Fi network to avoid tests,1
95,Orange man tries to reduce oil dependency. Orange man bad.,1
96,British woman faces Dubai jail over Facebook 'horse' insult,1
97,‘Avengers: Endgame’ Press Conference Leaves Chairs Empty for Fallen Characters,1
98,Man spent 5 months in Rikers Island jail because no one told him his bail was just $2,1
99,Drug addict turned marijuana grower avoids jail because his pot was so bad users couldn't get high off it,1
100,Hospital is forced to apologise to a transgender woman who visited a ward dressed as Mrs Claus after a nurse mistook her for a man and exclaimed 'erggh' when corrected,1
101,Texas Butthole Tickling Bandit Has Finally Been Caught,1
102,British mother jailed in Dubai over Facebook comment.,1
103,Flying Frog Photo-Bombs Rocket Launch,1
104,Sir Elton John set to demolish castle he built for his pet donkeys,1
105,South Africa: Poacher killed by elephant then eaten by lions,1
106,The New York Times Profiles A Guy Who Regularly Picks Over Mark Zuckerberg's Trash,1
107,"Trash pickers in San Francisco make a living by going through billionaires' garbage and selling the designer jeans, vacuum cleaners, and iPads they discover",1
108,"In San Francisco, Making a Living From Your Billionaire Neighbor’s Trash",1
109,Trump spoke to an audience of American Jews and referred to Israel's Benjamin Netanyahu as 'your prime minister,1
110,Cockroach milk is the new trendy super food,1
111,Cockroach milk may become the new trendy superfood,1
112,Cockroach milk may soon become the new trend superfood,1
113,R. Kelly gives 28-second performance at Illinois club,1
114,Suspected rhino poacher is killed by an elephant and then eaten by lions in South Africa,1
115,Taliban commander turns himself in to collect 100 reward for himself,1
116,"Rhino Poacher Killed by Elephant and Eaten by Lions, Officials Say",1
117,Young shoves female reporter on way to Violence Against Women Act vote,1
118,Poacher hunting rhinos trampled to death by elephant then eaten by lions,1
119,Karma ones back to bite,1
120,"Poacher Comes To Hunt Endangered Rhinos, Gets Trampled By Elephant &amp; Eaten By Lions",1
121,"Family writes hilarious obit for Iowa man: 'Good luck, God!'",1
122,Man who ‘broke into national park to poach rhinos’ trampled to death by elephant then eaten by lions,1
123,Disabled Chicken Who Survived Weasel Attack Learning to Walk Thanks to Custom Wheelchair,1
124,Iran To Blacklist US Army,1
125,An interesting title,1
126,"Gym uses Brexit as motivational tool, calls it ""Brexercise""",1
127,Suspected rhino poacher is killed by an elephant and then eaten by lions in South Africa,1
128,"Nicki Minaj's Fan Base Labelled ""Terrorist Group""",1
129,TIL that a guy spent months in jail ‘unaware his bail was just $2’,1
130,Florida man arrested 15 minutes after being released from jail,1
131,11-Year-Old Chinese Boy Has 70 Magnetic Balls Surgically Removed From His Penis,1
132,Man dies under his six-ton pile of porn magazines,1
133,White Porgy and Bess cast ‘asked to say they identify as African-American’,1
134,Iranian Media Raise Bounty on Salman Rushdie to Almost $4 Million,1
135,Officers who allegedly forced man to pick public urinal indicted on civil rights offenses,1
136,White Porgy and Bess cast ‘told to say they identify as African-American’ | Stage,1
137,White Porgy and Bess cast ‘told to say they identify as African-American’,1
138,Officers who allegedly forced man to lick public urinal indicted on civil rights offenses,1
139,Suspected rhino poacher is killed by an elephant and then eaten by lions in South Africa,1
140,"Abusive drunk on benefits gets £1,600 of court debts written off",1
141,"Downsizing huge 9,300 beer can hoard 'painful'",1
142,World heavy metal knitting championship in the works.,1
143,UAE parents call for ban on PUBG game,1
144,Suspected rhino poacher is killed by an elephant and then eaten by lions in South Africa,1
145,Britain 'will run out of fish and chips' under no deal Brexit,1
146,White Porgy and Bess cast ‘told to say they identify as African-American’,1
147,Suspected rhino poacher is killed by an elephant and then eaten by lions in South Africa.,1
148,Amazon admit’s it’s own unfair advantage,1
149,South Africa: Poacher killed by elephant then eaten by lions,1
150,"All Would Have Died If Russia Was Behind Salisbury Attack, U.K. Novichok Victim Told",1
151,New App Called Rumblr Lets You Find Opponents For Random Streetfights,1
152,Hamas prisoners launch hunger strike after Israel jams cell signal,1
153,"On his granny’s secret service: Prince William interns at MI5, MI6 and GCHQ",1
154,"Naked woman found in daycare claims she is owner’s wife, tries to fire employees",1
155,Amazon admits its own unfair advantage,1
156,Felt like this belonged here..,1
157,ISIS mom wants you to know she is bored of Brexit,1
158,South Africa: Poacher killed by elephant then eaten by lions,1
159,Lions devour rhino poacher trampled to death by an elephant,1
160,Polish general who fought alongside Washington may have been a Woman,1
161,Louisville: People are giving DNA samples to a guy in a white van for $20.,1
162,Rhino poacher trampled to death by elephant; remains eaten by lions,1
163,Rhino poacher trampled to death by elephant; remains eaten by lions,1
164,Baby turtles are becoming a hot clothing accessory.,1
165,Maine Mayor Resigns After His Racist Text Message Is Leaked,1
166,2 Honolulu police officers indicted for allegedly forcing homeless man to lick urinal,1
167,"Woman charged after police seize monkey, guns and drugs during raid",1
168,Man arrested for burglary minutes after leaving jail,1
169,Blasting inappropriate songs in public,1
170,Sociology proffesor offeded by men working sign,1
171,"""itsshals"" is a new youtube channel that will offer storytime videos and Lofi LiveStream Content. Every subscriber won't regret it https://www.youtube.com/channel/UCeh1gbgXuKSCmF39OygLZ2g?view_as=subscriber",1
172,Indian Super League to allow Indian coaches from next season.,1
173,Mexican priest: 'From Spain we received … the true faith',1
174,Florida man arrested for burglary minutes after leaving jail,1
175,Africa's richest man withdrew $10 million just to look at it.,1
176,"I was a grand dragon of the KKK, and then the Klan wasn't hateful enough for me so I decided to become a Nazi",1
177,Rhino Poacher Trampled By An Elephant And Then Eaten By Lions,1
178,"Florida man puts electronic transmitter on horny male python, tracks it to the location of a 17foot log female python and captures the biggest snake ever found in the Everglades.",1
179,"Updated: April 6, 2019 11:32 pm Suspected rhino poacher killed by elephant, eaten by lions in South Africa: authorities",1
180,"Polish priest leads Harry Potter book burning, apologizes if anyone took it the wrong way",1
181,Watch: man caught on security video licking doorbell for 3 hours.,1
182,Police baffled at man caught licking doorbell for three hours on camera.,1
183,Passenger arrested after throwing coins at plane's engine for good luck while boarding,1
184,Rhino poacher trampled to death by elephant; remains eaten by lions,1
185,"MNS pulls out, likely to put weight behind NCP",1
186,What could go wrong?,1
187,Man arrested minutes after being released from jail.,1
188,Florida man arrested outside jail after just being released,1
189,‘Like a porn movie’: Russian man complains judge is ‘too sexy’,1
190,Disney guest chokes girl who was blocking view of fireworks,1
191,Girls attempt at “faking Chickenpox” to miss test backfires after she uses permanent marker,1
192,"Florida man stabs Krispy Kreme co-worker’s boyfriend after fight over how to make donuts, police say",1
193,Father-son duo gang-rapes neighbour's daughter in Muridke,1
194,Florida man allegedly burglarizes cars in the jail lot minutes after release,1
195,Florida man allegedly burglarizes cars in the jail lot minutes after release,1
196,These Chinese sanitation workers have to wear location tracking bracelets now,1
197,These Chinese sanitation workers have to wear location-tracking bracelets now,1
198,"""The Epic Games Store is Spyware:"" How a Toxic Accusation Was Started by Anti-Chinese Sentiment",1
199,Family of Elizabeth Holmes’ fiancé worry she has ‘brainwashed’ him: source,1
200,Rhino Poacher Trampled By An Elephant And Then Eaten By Lions,1
201,Rhino poacher trampled to death by elephant; remains eaten by lions,1
202,Conspiracy theorists keep their Ginsburg death claims alive,1
203,How to keep California wet? Pay more attention to the beaver.,1
204,"Officer in bow tie, tap shoes makes arrest after foot chase",1
205,"When Putin's around, GPS goes haywire, study finds",1
206,Damnit,1
207,Rhino Poacher Trampled By An Elephant And Then Eaten By Lions,1
208,"Female Dolphins Appear To Have Sex For Pleasure And Orgasms Thanks To Their Well-Developed Clitorises, Scientists Say",1
209,Mother charged with son's murder seven years after incident,1
210,US anti-vaxxers use Holocaust-era yellow stars to promote their agenda,1
211,"Female Dolphins Appear To Have Sex For Pleasure And Orgasms Thanks To Their Well-Developed Clitorises, Scientists Say",1
212,Poacher trampled by elephants and eaten by lions in South Africa,1
213,"SEX FOR PLEASURE AND ORGASMS THANKS TO THEIR WELL-DEVELOPED CLITORISES, SCIENTISTS SAY",1
214,"Florida Mayor announces Confederate Memorial Day, insists he's not racist",1
215,"FEMALE DOLPHINS APPEAR TO HAVE SEX FOR PLEASURE AND ORGASMS THANKS TO THEIR WELL-DEVELOPED CLITORISES, SCIENTISTS SAY",1
216,Tesla Leak Reveals Elon Musk Allegedly Threatened to ‘Nuke’ Ex-Employee,1
217,Bear destroys vehicle in search of gummy bears,1
218,MAGA-HAT CLAD MAN CHARGED WITH ATTEMPTED MURDER FOR ALLEGEDLY SLICING MAN WITH SWORD IN SAN FRANCISCO,1
219,"Polish priest leads Harry Potter book burning, apologizes if anyone took it the wrong way",1
220,LeBron James reportedly struggling to recruit top NBA players for 'Space Jam' sequel,1
221,Netherlands F-16 fighter jet literally ran into its own rounds during exercise,1
222,"When Putin's around, GPS goes haywire, study finds",1
223,"Minutes after being released from jail, Florida man arrested in the parking lot for breaking into cars",1
224,"He Married His Kidney Donor. But Now, He Needs Another Kidney.",1
225,Florida man arrested for burglary minutes after leaving jail,1
226,"The military leads all other professions in the number of days spent drinking per year, study claims",1
227,Thong-wearing Florida man arrested while building shed with garbage on stranger’s property,1
228,Poacher trampled by elephant and eaten by lions in South Africa.,1
229,Fire destroys Cal Fire maintenance building in St. Helena,1
230,Maga Hat Guy Slashes Hand Of Attacker With a SWORD,1
231,New Study Reveals Women Are Underrepresented in Country Music,1
232,SD experiences the worst flooding in years. Governor tells people to pray,1
233,"Doug Ford, Canada's Trump, scrapping a provincial logo for looking like three men in a hot tub",1
234,Paul Rudd somehow 50,1
235,His name is McNutt,1
236,Why does this dude not age?,1
237,The Brilliant Lads of the United Kingdom,1
238,Buzz Might Have Left His Poop on the Moon,1
239,Activist group finds drinking 140 glasses of wine a day could expose alcoholics to potentially harmful levels of the herbicide glyphosate | Genetic Literacy Project,1
240,"When Putin's around, GPS goes haywire, study finds",1
241,Scammer sent phony bills to Facebook and Google companies and they paid out $122 million,1
242,"Kansas university to offer ""Angry White Male Studies"" course",1
243,Critics say sticker shock at cannabis prices will push customers back to the black market,1
244,Man Steals $122m From Facebook And Google By Simply Sending Then Random Bills Which They Paid,1
245,Detroit police officer attends Breathalyzer training intoxicated,1
246,"Polish priest leads Harry Potter book burning, apologizes if anyone took it the wrong way",1
247,"Polish priest leads Harry Potter book burning, apologizes if anyone took it the wrong way",1
248,Facebook's 71 gender options come to UK users,1
249,"Pro-Trump ""Artist"" Is Waging Legal War Against the Smithsonian for is Magnum Opus. It looks exactly like one would expect.",1
250,"Polish priest leads Harry Potter book burning, apologizes if anyone took it the wrong way",1
251,Hallmark Will Air A Record-Breaking 40 New Christmas Movies this year.,1
252,"Man lands plane on Lawrence Co. highway, taxis to high school for career day",1
253,London's giant breast balloons spark national conversation about breastfeeding,1
254,Vodka bottle worth US$1.3 million found empty,1
255,Ocasio-Cortez makes history assembling IKEA furniture,1
256,British airways flight was supposed to go to Germany. It went to Scotland.,1
257,Martin Freeman reveals Sherlock viewers felt ‘betrayed’ his character and Benedict Cumberbatch’s weren’t gay Read more: https://metro.co.uk/2019/03/31/martin-freeman-reveals-sherlock-viewers-felt-betrayed-character-benedict-cumberbatchs-werent-gay-9073555/?ito=amp-tag-post-strip-item-1?ito=cbshare,1
258,British Air flight to Germany mistakenly lands in scotland,1
259,"In 2018, the most expensive bottle (1.3M) of vodka was stolen and found empty on a construction site.",1
260,Feminist Triggered by 'Creepy Lobster' Mural That Reminds Her of Jordan Peterson,1
261,Utah woman asks to 'smoke a bowl' before going to jail for being drunk on mouthwash,1
262,Symbols of America are dumping trash on Seattle suburbs,1
263,"Bald Eagles, Symbol of America, Are Dumping Trash on the Seattle Suburbs",1
264,Bald Eagles Are Stealing Trash from a Seattle Landfill and Dropping it in the Suburbs,1
265,Satanist acquitted of disrupting government meeting,1
266,BBC to spend 3.5 million pounds to make new buildings look old,1
267,Russian defence ministry claims troops are 'trained to use telepathy in combat' | World News | Sky News,1
268,UK driving instructor says Meghan Markle and Prince Harry stole his Instagram name,1
269,Komodo island to close because people keep stealing the dragons,1
270,The Flash Star Grant Gustin Triggers Plane Smoke Detectors By Vaping in Bathroom,1
271,Komodo Island Is Closing Because People Keep Stealing its Dragons,1
272,"Fined $55,000 for Calling a Male a Male",1
273,Ilhan Omar: man arrested after he made death threat – then left contact details,1
274,"polish priest leads harry potter book burning, apologizes if anyone took it the wrong way",1
275,Teen accused of having gun pleads with court not to take passport as she needs it 'to get into nightclubs',1
276,Civilian passenger accidentally ejected from fighter jet during ride-along,1
277,"It is about groups: By what method Autodesk boosted conversions, retention moreover trimmed its gross sales cycle",1
278,Math Professor Pranks Class - Ingenious use of projector,1
279,Big cat on the loose in Cornwall as paw print raises fears 1970s myth may actually be true,1
280,Wholesale Clothing Manufacturers Singapore,1
281,"Tiny 4-Foot-Wide Strip Of Asphalt In Long Beach Listed For $18,000",1
282,Solidworks 2019.1.1 Build 24.1.42.10 Crack [Mac/Win 10] Serial Number,1
283,"White Nationalists Adopt Clowns as Their Next Racist Symbol (Yes, Seriously)",1
284,US thief steals chainsaw by stuffing blade down his pants,1
285,ww Cohen Claims He Has Evidence of Possible Illegal GOP Contributions From China – Mother Joneswwwa weqwwa warwww,1
286,Woman finds 29 siblings following DNA test,1
287,Dump Truck driver ferries cars over river after bridge collapse in NZ,1
288,Meghan Markle and Harry accused of STEALING Instagram handle – ‘They went behind my back',1
289,"Nashville Woman suing for $1,000,000 after boyfriend butt-dialed her during sex with another man for 1hr 28 min",1
290,"Accountant scams company out of $4.5M to buy, resell thousands of iPhones and iPads",1
291,Accountant buys $6-million in Apple iPhones and iPads on company credit cards and nobody notices for five years,1
292,Civilian passenger accidentally ejected from fighter jet during ride-along,1
293,"Minutes after being released from jail, a Florida man was arrested in the parking lot for breaking into cars",1
294,Accountants Stocking up on Chocolate and Tissues to Ease the Delivery of Bad Tax Returns,1
295,Utah woman asks to 'smoke a bowl' before going to jail for being drunk on mouthwash,1
296,Utah woman asks to 'smoke a bowl' before going to jail for being drunk on mouthwash,1
297,"House Republicans, at NRA's urging, vote against Violence Against Women Act",1
298,Parents Of Unvaccinated Children Sue Rockland County Over Measles State Of Emergency,1
299,Police follow ‘trail of destroyed tortilla chips’ to arrest woman for disorderly conduct,1
300,"Minutes after being released from jail, a Florida man was arrested in the parking lot for breaking into cars",1
301,Fire Destroys Cal Fire St. Helena Facility; Causes $2M In Damages,1
302,“It’s our moral responsibility to give the FBI access to your DNA,1
303,“It’s our moral responsibility to give the FBI access to your DNA”,1
304,Texas Butthole Tickling Bandit Has Finally Been Caught,1
305,"Minutes after being released from jail, a Florida man was arrested in the parking lot for breaking into cars",1
306,"Cops pull a vehicle over for distracted driving, find a 250 pound pig in driver seat.",1
307,Florida Man arrested minutes after released from jail in jail parking lot,1
308,The nations of the Amazon want the name back,1
309,"‘Mom, Why Are You Famous?’ North West Asked Kim Kardashian",1
310,Ohio man loses more than 30 pounds drinking only beer during Lent,1
311,"Father steals daughter's Girl Scout cookie money, fakes burglary to cover it u - Story",1
312,Charmin introduced giant toilet paper roll it says lasts a month,1
313,"Author having a blast here, some news from Zimbabwe about petty trademark fights",1
314,"TIL that in 2012, a woman on vacation in Iceland joined a police search party to help find someone who was reported missing, The search went on for hours before she found out that the person they were looking for was herself.",1
315,The nations of the Amazon want the [domain] name back,1
316,The nations of the Amazon want the [domain] name back,1
317,Why we're left talking about Dominic Smith's bladder following Mets' home opener,1
318,Feminist blogger disgusted by lobster mural because it reminds her of Jordan Peterson,1
319,"Gender Studies Professor Says Being on Time Is Racist: 'If Time Had a Race, It Would Be White'",1
320,"Pissed-Off Noah Syndergaard Sandbagged By Schedule, Teammate's Random Piss Test",1
321,"North Carolina man charged with cruelty, abandonment of pet fish",1
322,Ex-Rep. Anthony Weiner ordered to register as sex offender,1
323,Man allegedly blew up car of couple who beeped his partner at McDonald’s drive-thru,1
324,Man Allegedly Blew Up Car of Couple Who Beeped His Partner at McDonalds Drive - Thru,1
325,Judge Orders Both Twins To Pay Child Support When Neither Admits Paternity,1
326,Film Director Julian Schanbel: Why can't white person tell story of black person? Everyone pink inside...,1
327,Prince Harry says video game Fortnite is 'irresponsible' and should be banned,1
328,Man hospitalised after dog poo slip,1
329,Zimbabwe spent thousands of dollars on judges' wigs -- and people aren't happy,1
330,"Family’s dog tests positive for meth, molly after walk in park",1
331,Health Canada says it will set cap on arsenic in food | CBC News,1
332,Civilian passenger gets unexpectedly ejected from Rafale B jet,1
333,School district facing controversy after removing bathroom stall doors,1
334,Man accidentally drowns while mowing his lawn,1
335,Apartments IDing dog poop through DNA,1
336,Zimbabwe spent thousands of dollars on judges' wigs -- and people aren't happy,1
337,Will Kushner Unveil His Middle East Peace Plan With A Flashy Promotional Video?,1
338,Korea bans sale of arthritis treatment after discovering “cartilage cells” used for injection into the knee were actually mislabeled tumor cells.,1
339,Dominic Smith’s peeing problem delays Mets’ trip to NYC,1
340,"Zimbabwe spent thousands of dollars to import judges' wigs from the UK, and people aren't happy",1
341,Motel 6 To Pay $12 Million After Improperly Giving Guest Lists To ICE,1
342,Health Canada says it will set cap on arsenic in food,1
343,Civilian on Fly-Along Accidentally Ejected from Fighter Jet,1
344,"Family’s dog tests positive for meth, molly after walk in park",1
345,Judge stirs uproar after asking alleged rape victim if she closed her legs,1
346,Survey: Dog owners are much happier than cat owners,1
347,"Family’s dog tests positive for meth, molly after walk in park",1
348,Atlanta mayor invites snubbed drag queen to read to kids at City Hall,1
349,"Dog owners are much happier than cat owners, survey finds",1
350,University of Kansas to offer ‘Angry White Male’ course,1
351,Woman who posed as black makes plea deal in fraud case,1
352,'Angry white male studies': College's course draws criticism from white congressman,1
353,Teen accused of having gun pleads with court not to take passport as she needs it 'to get into nightclubs',1
354,Teen accused of having gun pleads with court not to take passport as she needs it 'to get into nightclubs',1
355,Montana Athletic Club’s Alcohol License Suspended Over Violations,1
356,New sheriff's office bloodhound renamed Scout after initial name tied to Nazi general,1
357,"Dunkin' and Harpoon Brewery team up on second beer, a coffee pale ale",1
358,Why Climbing Mt. Everest Gives People Weird Boners,1
359,Ex-Rep. Anthony Weiner ordered to register as sex offender,1
360,"'Yu-Gi-Oh!' Tournaments Will Now Penalize ""Dirty, Bad-Smelling"" Players",1
361,Sheriff’s office quickly renames K-9 puppy after they realize he shared name with a Nazi,1
362,Rachel Dolezal makes plea deal concerning welfare fraud,1
363,"University of Texas Student: Jeff Goldblum 'Jurassic Park' Character Deserves Building Name, Not 'Racist' Professor",1
364,UT student campaigns to rename university building after Jurassic Park character,1
365,Y2K19? There's a chance your GPS system could go haywire this weekend,1
366,New Hanover man charged with mistreating pet fish,1
367,Judge asks rape victim if she tried to close her legs,1
368,Google dissolves AI ethics board just one week after forming it,1
369,University of Kansas to offer ‘Angry White Male’ course,1
370,University to offer course on the ‘Angry White Male”,1
371,Angry White Male course at KU vexes Kansas lawmaker. He’s white,1
372,University of Kansas Is Offering ‘Angry White Male Studies’ Class,1
373,ONTARIO: 'Three men in a hot tub' trillium logo is about to get scrapped,1
374,University of Kansas to offer 'Angry White Male' course,1
375,Solidworks 2019.1.1 Build 24.1.42.10 Crack [Mac/Win 10] Serial Number,1
376,Judge Asks Rape Victim If She Could’ve Closed Her Legs,1
377,LOCAL NEWS New Hanover man charged with mistreating pet fish,1
378,Turkish mayor 'pulls down playground',1
379,"Donald Trump Says Noise from Windmills 'Causes Cancer' — 'Idiotic,' GOP Senator Says",1
380,Kids Keep Getting 'Possessed by Spirits' During Indonesia's High School Exams,1
381,Google dissolves AI ethics board just one week after forming it,1
382,Man charged for leaving fish behind after eviction,1
383,Jailed: stolen car handler caught when he reported theft of his own vehicle,1
384,Man Accused Of Choking Grocery Store Cashier Over Smashed Chips,1
385,‘Eat 1 Roti Instead of 2’: KP Assembly Speaker Shares Key To End Poverty,1
386,Department of Agriculture eyes 100% onion self-sufficiency before Duterte steps down,1
387,"Pooch sniffs out prehistoric prize: Dog discovers 250,000-year-old woolly rhino bone",1
388,"U.K. Police Install a Roadside 'Knife Surrender Bin,' Are Shocked When It's Raided By Criminals | MRCTV",1
389,Car theft ringleader is caught after reporting Porsche stolen,1
390,"Russian Military Deployed ‘Combat Telepathy’ in Chechnya, Report Claims",1
391,"EDM could save lives: Skrillex song can act as mosquito repellent, says study",1
392,Owner of Drone that Landed on Police Officer’s Head during Rabbi’s Funeral in Brooklyn Arrested,1
393,"Mosquitoes Sucked Less Blood (and Had Less Sex) While Listening to Skrillex, Study Finds",1
394,College President Sparks Controversy by Taking Down Blackface Photos,1
395,Uri Geller Claims He Flooded The House Of Commons Using Telepathic Powers,1
396,"A Louisiana police officer shares racist meme, gets suspended. Runs for police chief, gets elected.",1
397,Uri Geller claims he flooded the House of Commons by using his mind to bend 'the pipes',1
398,House member explains how naming a state steak benefits education,1
399,Chicago pop-up bar to recreate all the fun of Fyre Festival,1
400,Man Charged With Animal Cruelty for Abandoning Pet Fish,1
401,Google dissolves AI ethics board just one week after forming it,1
402,Charmin now selling roll of toilet paper that can last up to a month,1
403,"Vietnamese supermarkets go back to leaves, leaving plastic bags",1
404,"U.K. Police Install a Roadside 'Knife Surrender Bin,' Are Shocked When It's Raided By Criminals",1
405,Meet ‘Pants Book Guy’ – Alleged to Have $300 of Comics Down His Trousers,1
406,"Indian boy cycles over chicken, rushes it to hospital with his ‘savings,’ becomes viral hero",1
407,Meet ‘Pants Book Guy’ – Alleged to Have $300 of Comics Down His Pants,1
408,North Carolina man faces animal cruelty charge for allegedly abandoning his pet fish | USA Today,1
409,Russian child gets army call-up papers,1
410,Man Kills Neighbour For Repeatedly Asking Him “When Are You Getting Married?”,1
411,"Zimbabwe's £118,000 outlay on judges' wigs met with fury.",1
412,Serial bank robbery suspect 'Iconic Facce' stole to pay for plastic surgery: police,1
